Item Name,MRP,Purchase Rate,Quantity,Expiry Date,Batch Number,Discount %,Discount Value,GST %,GST Value,Amount,Billing Date
ZOLSOMA-5 TAB 10 SBGBOX,72.5,51.78,1,11-01-2022,ZLM1-1200,1.96,1.01,12,50.77,56.87,11-Jun-21
ATCHOL-10 TAB 10 SF,24.57,17.55,3,11-02-2022,SPA210115,1.96,1.03,12,51.62,57.82,11-Jun-21
LNDIP T TAB,99,70.71,2,10-01-2023,SIBP21021A,1.96,2.77,12,138.65,155.29,11-Jun-21
LASMA-10 TAB 10 S,82.4,58.86,1,10-01-2023,LTTPC2101,2,1.18,12,57.68,64.6,11-Jun-21
TELPRES 40 TAB,110.36,78.83,1,10-09-2022,HTF0204,2,1.58,12,77.25,86.53,11-Jun-21
GENTEAL EYE DROP 10 ML.,182,130,1,01-10-2022,2F92,2,2.6,12,127.4,142.68,11-Jun-21
TIXYLIX COUGH LINT 60ML,76.89,54.92,1,11-01-2021,WNF0195,2,1.1,12,53.82,60.28,11-Jun-21
DUZELA-20 CAP 10 SB,105,75,1,10-05-2022,EMX2354,4,3,12,72,80.64,12-Jun-21
NAXDOM-500MG TAB 10 SF,86.5,61.79,1,10-02-2024,FHY0193,4,2.47,12,59.32,66.44,12-Jun-21
RANTAC SYP 100ML,80.64,57.6,1,10-09-2022,XRS21028,4,2.3,12,55.3,61.94,12-Jun-21
DROTIN-PLUS TAB 10 SBY,152.86,108.97,1,10-01-2023,TDPR-317,4,4.36,12,104.61,117.17,12-Jun-21
TELPRES AM 40 TAB,240.05,171.46,1,10-02-2022,PCF0509,4,6.86,12,164.6,184.36,12-Jun-21
ATORVA 20 TAB,222.51,158.94,1,10-01-2023,11000890,4,6.36,12,152.58,170.88,12-Jun-21
DUOLIN ROTACAPS 30 S,170.68,121.91,1,10-03-2023,BA10778,4,4.88,12,117.03,131.07,12-Jun-21
METOSARTAN-25 TAB 10 SF,155.5,111.07,1,10-07-2022,EMX2012,4,4.44,12,106.63,119.43,12-Jun-21
VERTIGON-FORTE TAB 10 s,76,54.29,1,01-10-2023,PV030001,2,1.09,12,53.2,59.58,12-Jun-21
FLUTIVATE CREAM 10GM,161.35,115.25,1,10-02-2022,N736,2,2.31,12,112.94,126.5,12-Jun-21
AMBIZYME TAB,84.6,61.53,9.5,10-07-2023,EP4100,2,11.69,12,572.85,641.59,12-Jun-21
ACULIP TAB,105.35,75.25,1,10-06-2023,02A20T02,2,1.51,12,73.74,82.58,12-Jun-21
PETRIL MD 0.25MG 10 S,20.05,14.32,2,10-02-2023,PEBG0075,2,0.57,12,28.07,31.43,12-Jun-21
TECZINE 5MG TAB 10 S,80.5,57.5,1,01-10-2022,RPB0135A,2,1.15,12,56.35,63.11,12-Jun-21
ABZORB BAR 75GM,131.75,89.32,1,10-04-2022,XGX0044,2,1.79,18,87.53,103.29,12-Jun-21
ENZOMAC TAB,338,241.43,1,01-10-2023,KEA21001A,2,4.83,12,236.6,265,12-Jun-21
NEXITO 10 TAB 10 SBY,90.49,64.64,2,10-01-2024,SIC0498A,2,2.59,12,126.69,141.89,12-Jun-21
PAXIDEP CR 25MG 10 S,197,140.71,1,10-01-2023,GKC0237A,2,2.81,12,137.9,154.44,12-Jun-21
PROLOMET XL 25 TAB 10 S,45,32.14,1,11-01-2022,GTB0286A,2,0.64,12,31.5,35.28,12-Jun-21
GLIMESTAR-1 TAB 10 SBOX,26.95,19.25,3,11-02-2022,B6IAU004,2,1.16,12,56.59,63.39,12-Jun-21
HHSALIC OINT 10GM,189,135,1,10-02-2023,C181,2,2.7,12,132.3,148.18,12-Jun-21
TENELIGLIP M 500 TAB,107.74,76.96,1,10-03-2023,XDGM28,2,1.54,12,75.42,84.48,12-Jun-21
SWITGLIM M2/500,64,45.71,1,10-03-2023,SIZAH39,2,0.91,12,44.8,50.18,12-Jun-21
CALSHINE-P DROP 15ML,146.41,104.58,1,10-04-2022,CHD20027,2,2.09,12,102.49,114.79,12-Jun-21
REFRESH TEARS EYE DROP 10ML,142.59,109.74,1,11-02-2022,91639,2,2.19,12,107.55,120.45,12-Jun-21
THRIZE PLUS TAB 10 S BOX,229,163.58,1,10-01-2023,TYTY21003,2,3.27,12,160.31,179.55,12-Jun-21
PROTHIADEN 75MG TAB,278.66,199.05,1,11-01-2023,ADF0370,2,3.98,12,195.07,218.47,12-Jun-21
THYRONORM 12.5 100 S,180.09,128.64,1,11-02-2023,AEG105,2,2.57,12,126.07,141.19,12-Jun-21
NEOPEPTINE DROP 15ML,99,70.71,2,10-05-2022,G10K21014,2,2.83,12,138.59,155.23,12-Jun-21
OLMESAR PLUS 20 TAB,149,106.43,1,10-03-2022,20S2GT852,2,2.13,12,104.3,116.82,12-Jun-21
SYSCAN 200MG CAP 4 S,162.95,116.39,1,10-06-2023,CBD1G016,2,2.33,12,114.06,127.74,12-Jun-21
ALVIROZ 10MG TAB 10 S,128,91.43,1,11-02-2022,ST210018,2,1.83,12,89.6,100.36,12-Jun-21
MAXGALIN-ER-75 TAB 10 SFS,166,118.57,1,10-07-2023,GKC0208A,2,2.37,12,116.2,130.14,12-Jun-21
PREPRO CAP,163.5,110.85,1,10-05-2022,15CPP023,2,2.22,18,108.63,128.19,12-Jun-21
VOMIKIND SYP 30ML,33.64,24.03,1,10-01-2023,A3ABU007,2,0.48,12,23.55,26.37,12-Jun-21
VINICOR-D 25 10TAB,90.7,64.78,2,10-07-2023,DJV071001AK,2,2.59,12,126.97,142.21,12-Jun-21
GEMINOR-M2 TAB 15 SBB,154,110,2,11-02-2022,AMO2104A,2,4.4,12,215.6,241.48,12-Jun-21
TELMA 20 TAB 30 S,122.03,87.17,1,11-01-2025,18210012,2,1.74,12,85.43,95.69,12-Jun-21
FERIKIND TAB 10 SF,104.67,74.76,3,11-01-2022,A5BET032,2,4.49,12,219.79,246.17,12-Jun-21
GEMINOR MP2 TAB,196,140,2,11-02-2022,KG121001A,2,5.6,12,274.4,307.32,12-Jun-21
IGURATI-25 TAB,215,153.57,1,11-01-2022,PLJRBA11,3,4.61,12,148.96,166.84,12-Jun-21
ATOGLA CREAM 100GM,300,203.39,1,10-01-2023,AT2102,3,6.1,18,197.29,232.81,12-Jun-21
KETO-B CREAM 10GM,112,80,1,10-09-2022,HKB296,3,2.4,12,77.6,86.92,12-Jun-21
REKFA CREAM 25GMS,70,50,1,10-01-2024,2103,3,1.5,12,48.5,54.32,12-Jun-21
BABY POWDER 200GM,135,93.02,1,11-02-2023,842100042,3,2.79,18,90.23,106.47,12-Jun-21
BIFILAC-HP CAP 10 SF,175.5,125.36,1,10-03-2023,TCG1F3,3,3.76,12,121.6,136.2,12-Jun-21
DELTONE 30MG TAB,149.1,106.5,3,10-08-2022,2108000293,3,9.59,12,309.91,347.09,12-Jun-21
OLMEDOX 40 TAB,109.33,78.1,3,10-03-2023,XF101,3,7.03,12,227.27,254.55,12-Jun-21
ATORLIP-5 TAB,62.55,44.68,1,10-03-2024,SA10962,3,1.34,12,43.34,48.54,12-Jun-21
T-98 DROP 15ML,27.03,19.31,1,11-02-2021,D4BET050,3,0.58,12,18.73,20.97,12-Jun-21
LONAZEP 0.25MG TAB 15 S,30.57,21.84,2,11-02-2022,SIC0201A,3,1.31,12,42.37,47.45,12-Jun-21
GLIMESTAR-M1 TAB 10 S,65.82,47.01,3,10-02-2023,C2IAU023,3,4.23,12,136.8,153.22,12-Jun-21
CLONATE OINT 30GM,229,163.59,1,10-02-2023,H259,3,4.91,12,158.68,177.72,12-Jun-21
AMLOVAS-M 5/50 TAB 10 SBOX,121,86.43,2,10-01-2023,TAN21002A,3,5.19,12,167.67,187.79,12-Jun-21
POLYPOD 50 DT TAB,64.9,46.36,2,10-04-2022,LMA2002A,3,2.78,12,89.94,100.74,12-Jun-21
RAZO - D CAP 15 SF,271.5,193.93,1,11-02-2022,A08382103,4,7.76,12,186.17,208.51,12-Jun-21
OROFER XT TAB 10 S,156.9,112.07,3,11-01-2022,C16GL20325,4,13.45,12,322.76,361.5,12-Jun-21
STUGERON PLUS TAB,140,100,1,01-10-2022,N070,4,4,12,96,107.52,12-Jun-21
FUSIGEN POWDER 10GM,97.5,69.64,1,10-07-2022,C209186,4,2.79,12,66.85,74.87,12-Jun-21
TELMA 20 TAB 30 S,122.03,87.17,1,11-02-2023,18201193,4,3.49,12,83.68,93.72,12-Jun-21
MOFLOREN-D DROPS 5ML,155,110.71,1,11-01-2022,MCB1LBA3,4,4.43,12,106.28,119.04,12-Jun-21
SAAZ TAB 10 BOX,62,44.29,2,10-01-2024,ECL071003AS,4,3.54,12,85.04,95.24,12-Jun-21
ROSUMAC 5 TAB,110.25,78.75,2,11-01-2022,KRK2006B,4,6.3,12,151.2,169.34,12-Jun-21
SCABIPED LOTION(L) 100ML,95,67.86,1,10-01-2024,174,4,2.71,12,65.15,72.97,12-Jun-21
AZULIX-2 TAB 10 SBW,63.5,45.36,2,11-01-2022,2Y66G006,4,3.63,12,87.09,97.55,12-Jun-21
IZRA-40 TAB,129.05,92.18,2,10-04-2022,2F25G019,4,7.37,12,176.99,198.23,12-Jun-21
AMLOVAS-M 5/50 TAB 10 SBOX,121,86.43,1,11-01-2022,KAN20148,2,1.73,12,84.7,94.86,12-Jun-21
NEOGADINE MICROS 100ML,125,93.75,1,01-10-2022,C29T2101,2,1.88,12,91.87,102.89,12-Jun-21
NORVAL-H TAB 10 SBOX,49.77,35.55,4,10-07-2024,P-8420,2,2.84,12,139.36,156.08,12-Jun-21
SAAZ TAB 10 BOX,62,44.29,2,10-01-2024,ECL071003AS,2,1.77,12,86.81,97.23,12-Jun-21
RICONIA LP TABS 15 S,81,57.86,1,10-07-2022,SXC0568A,2,1.16,12,56.7,63.5,12-Jun-21
MAXGALIN-ER-75 TAB 10 SFS,166,118.57,1,10-07-2023,GRC0208A,2,2.37,12,116.2,130.14,12-Jun-21
PROLOMET XL 25 TAB 10 S,45,32.14,2,10-02-2023,GTC0449A,2,1.29,12,62.99,70.55,12-Jun-21
OSSOPAN HD TAB 10 SBB,209.6,149.71,1,10-04-2022,PIGAB80,4,5.99,12,143.72,160.96,12-Jun-21
SYNTRAN SB 50MG 10 S,205,146.43,1,11-01-2022,62200443,4,5.86,12,140.57,157.43,12-Jun-21
NEPH-M PLUS EYE DROP 10ML,72,51.43,1,10-09-2022,SNP-20,4,2.06,12,49.37,55.29,12-Jun-21
POVICLEAN GARGEL 150ML,120,85.71,1,10-05-2022,POU1LB4D,4,3.43,12,82.28,92.16,12-Jun-21
MUMCAL TAB,98.4,70.29,1,01-10-2022,MMA20004,4,2.81,12,67.48,75.58,12-Jun-21
BONEVA PRO TAB,199,134.92,4,10-09-2022,LGF0104,4,21.59,18,518.09,611.35,12-Jun-21
MOX CLAV BD SYP 30ML,60.48,43.2,5,10-01-2022,KAX0190,4,8.64,12,207.36,232.24,12-Jun-21
PIONORM M 15 1X10 S,92,65.71,1,10-07-2023,PMRY0080,4,2.63,12,63.08,70.64,12-Jun-21
PIONORM M 15 1X10 S,100,71.43,1,10-07-2023,PMRY0080,4,2.86,12,68.57,76.79,12-Jun-21
TRAJENTA DUO 2.5/1000 TAB 10 S,286,214.5,1,10-05-2022,C80081,4,8.58,12,205.92,230.64,12-Jun-21
CARVIDON MR TAB,155,110.71,2,10-06-2023,CABS0082,4,8.86,12,212.56,238.06,12-Jun-21
INNOVFOL TAB,174,124.29,1,10-03-2023,ID210200A,4,4.97,12,119.32,133.64,12-Jun-21
INNOVFOL TAB,174,124.29,1,10-03-2023,ID210200A,4,4.97,12,119.32,133.64,12-Jun-21
PEDIASURE VANILA 400GM RIFIL,545,420.3,1,10-09-2022,27051MN2,0,0,18,420.3,495.96,12-Jun-21
FUNGIKEM 100 CAP,110,78.57,3,01-10-2022,20442583,4,9.43,12,226.28,253.44,12-Jun-21
TIGATEL 40 TAB,147.16,105.11,1,11-02-2022,SIC0564A,4,4.2,12,100.91,113.01,12-Jun-21
ALTONIL-3 TAB,82.04,55.62,1,10-01-2023,AFT-114,4,2.22,12,53.4,59.8,12-Jun-21
HYNASAL DROP (DWD) 15ML,58,41.43,1,11-02-2023,EHY010005,4,1.66,12,39.77,44.55,12-Jun-21
REJOINT TAB,453.75,324.11,1,10-09-2022,GEF0156,4,12.96,18,311.15,367.15,12-Jun-21
TIXYLIX COUGH LINT 60ML,76.89,54.92,2,11-02-2021,VVNF0201,4,4.39,12,105.45,118.11,12-Jun-21
TORLEVA 250 TAB,65.25,46.61,1,10-01-2023,2978H001,4,1.86,12,44.75,50.13,12-Jun-21
THERMOKIND M/W 150ML,115.94,82.81,1,01-10-2022,E3HST086,4,3.31,12,79.5,89.04,12-Jun-21
OVULOC LD TAB 28 S,153.4,122.72,1,10-04-2023,PLLD20007,4,4.91,0,117.81,117.81,12-Jun-21
GALVUSMET 50/1000 TAB,318,227.14,1,10-05-2022,108MLCA1,4,9.09,12,218.05,244.21,12-Jun-21
Q GOLD-F TAB,324,231.43,1,10-09-2022,GGFP21001,4,9.26,12,222.17,248.83,12-Jun-21
FURIC-40 TAB,211.9,151.36,1,10-03-2023,J102717,4,6.05,12,145.31,162.75,12-Jun-21
ZEROSTAT-VT SPACER,436.59,314.85,1,10-04-2026,16J21014,4,12.59,12,302.26,338.54,12-Jun-21
AEROCORT INHALLER(CFC FREE)200,226.27,161.62,1,11-02-2022,SA10462,4,6.46,12,155.16,173.78,12-Jun-21
ZORYL M1 TAB,188,134.29,1,10-01-2024,N2100389,4,5.37,12,128.92,144.4,12-Jun-21
LAN 30MG CAP 10 S,107,76.43,3,10-04-2023,N2003105,4,9.17,12,220.12,246.54,12-Jun-21
ZINCITOTAL TAB,70,47.46,1,10-02-2022,ZTT20017,4,1.9,18,45.56,53.76,12-Jun-21
LULICAN CREAM 10GM,170,121.43,1,11-01-2022,11210118,4,4.86,12,116.57,130.55,12-Jun-21
ASCAZIN LIQ 70ML,49.1,35.07,1,10-09-2022,AZS21004,4,1.4,12,33.67,37.71,12-Jun-21
MACSART-40 10TAB,28.68,20.49,2,11-02-2022,KMM21001B,4,1.64,12,39.34,44.06,12-Jun-21
ENCELIN M 50/1000 TAB,69,49.29,10,10-09-2022,2KL3G035,4,19.72,12,473.18,529.96,12-Jun-21
MIRNITE 7.5MG 10 S,76.5,54.64,2,10-02-2023,N2003369,4,4.37,12,104.91,117.49,12-Jun-21
WAXONIL EAR DROP 10ML,119.3,85.21,1,01-10-2023,SW107,4,3.41,12,81.8,91.62,12-Jun-21
FOLCURE-5 TAB 10 S,141.9,101.36,1,10-09-2022,2152GTB048,4,4.05,12,97.31,108.99,12-Jun-21
PEGFIBER POW,274,195.71,1,11-02-2022,GKC0041A,4,7.83,12,187.88,210.42,12-Jun-21
MEROSURE O 200 TAB,508,362.86,1,10-09-2022,21460362,4,14.51,12,348.35,390.15,12-Jun-21
FREEGO PEG 200ML,323,230.71,1,10-02-2022,AN0616003,4,9.23,12,221.48,248.06,12-Jun-21
GERBISA-L SYP 120ML,184.2,131.57,1,11-02-2022,APL21002,4,5.26,12,126.31,141.47,12-Jun-21
GLYCOMET TRIO FORTE 1 10 S,131.99,94.28,1,10-08-2022,27TGT195,4,3.77,12,90.51,101.37,12-Jun-21
SUSTEN SR 200 TAB 10 SBOX,415,296.43,2,11-01-2022,RSX0166,4,23.71,12,569.15,637.45,12-Jun-21
NEWCITALITE TAB,106,75.71,1,11-02-2022,NWL21001RH,4,3.03,12,72.68,81.4,12-Jun-21
BUPRON SR 150 TAB 10 S,130.5,93.21,1,10-02-2023,SIC0619A,4,3.73,12,89.48,100.22,12-Jun-21
P2 I- D CAP 10 S,132.3,94.5,10,10-01-2023,06CPD296,4,37.8,12,907.2,1016.06,12-Jun-21
RABLET-IT CAP 10 S,233.5,166.79,1,10-06-2022,RT210101,4,6.67,12,160.12,179.34,12-Jun-21
EYEMIST EYE DROP 5ML,197,140.71,1,10-01-2024,KEY0059,4,5.63,12,135.08,151.28,12-Jun-21
BUDAMATE-400 TRANSHALERPH,395.11,282.22,1,10-01-2023,J102191,4,11.29,12,270.93,303.45,12-Jun-21
MIRTAZ- 7.5 MG TAB 10 SBY,85,60.71,3,10-01-2023,SIC0517A,4,7.29,12,174.84,195.82,12-Jun-21
VELOZ-D CAP 10 S,171.2,122.29,2,11-01-2022,CCV5H002,4,9.78,12,234.8,262.98,12-Jun-21
BUDAMATE-200 TRANSCAP 30 S,168.67,120.48,1,10-02-2023,U100642,4,4.82,12,115.66,129.54,12-Jun-21
GLYCOMET-GP-1 TAB 15 S,106,75.71,2,10-02-2023,28021757,4,6.06,12,145.36,162.8,12-Jun-21
GLYCOMET 500MG TAB 10 S,16.8,12,5,10-01-2024,560004952,4,2.4,12,57.6,64.52,12-Jun-21
ENCARMIN SYP 200ML,140,94.92,1,10-09-2022,LEC21004,4,3.8,18,91.12,107.52,12-Jun-21
ATORVA 20 TAB,222.51,158.94,1,11-02-2022,1100321,4,6.36,12,152.58,170.88,12-Jun-21
ATORVA-10MG TAB,91.89,65.64,2,10-02-2023,110149,4,5.25,12,126.03,141.15,12-Jun-21
ROSUMAC ASP 75 TAB 10 S,68.6,49,1,10-08-2022,21S2GCA248,2,0.98,12,48.02,53.78,12-Jun-21
GLIMESTAR-2 10 S,33.41,23.86,2,10-02-2023,B7IAU007,2,0.95,12,46.77,52.39,12-Jun-21
VOZET 5MG TAB 10 S,70.25,50.18,3,11-01-2022,E2100145,2,3.01,12,147.53,165.23,12-Jun-21
CALDUX-CT TAB,85,60.71,2,11-01-2022,SPT-28556,1.96,2.5,12,124.92,139.92,12-Jun-21
BRAVITIM ZL SYP 200ML,151.25,102.55,1,10-06-2022,FLT21027,1.96,2.01,18,100.54,118.64,12-Jun-21
ACULIP TAB,105.35,75.25,2,10-06-2023,02A20T02,1.96,2.95,12,147.55,165.25,12-Jun-21
TRIMOP TAB 10 S,33,23.57,5,10-07-2023,ATY20002,1.96,2.31,12,115.54,129.4,12-Jun-21
OLEANZ PLUS TAB 10 SBY,107,76.43,1,10-02-2023,SIC0771A,1.96,1.5,12,74.93,83.93,12-Jun-21
DVN 80 TAB,99.47,71.05,1,10-02-2024,DV8-205,1.96,1.39,12,69.66,78.02,12-Jun-21
RECITALITE TAB,125.1,89.36,1,11-01-2022,IUP010007AK,2,1.79,12,87.57,98.07,12-Jun-21
RAB - D CAP 10 SA,84.56,60.4,5,10-02-2023,RBC21003,2,6.04,12,295.96,331.48,12-Jun-21
MEGAHEAL GEL 50GM,272.6,194.71,1,10-01-2023,VAA2116,2,3.89,12,190.82,213.72,12-Jun-21
RHINOKAST-L TAB,125,90,2,10-07-2022,T190300,2,3.6,12,176.4,197.56,12-Jun-21
ZEOLINE 200 50ML,45,32.24,2,10-02-2022,8,2,1.29,18,63.19,74.57,14-Jun-21
ZECAL MAX TAB 30 SBOX,383,273.7,1,10-05-2022,17MT20006,2,5.47,12,268.23,300.41,14-Jun-21
CTD T 12.5/80 TAB,192.98,137.84,2,10-07-2023,FQA021002AK,4,11.03,12,264.65,296.41,14-Jun-21
BETADINE GARGLE 100ML,230,164.29,2,01-10-2022,PE0571,4,13.14,12,315.44,353.3,14-Jun-21
DUPAX-30 TAB,186,132.86,1,11-01-2022,AHT-1102,4,5.31,12,127.55,142.85,14-Jun-21
NEPH-M PLUS EYE DROP 10ML,72,51.43,1,10-09-2022,SNP-20,4,2.06,12,49.37,55.29,14-Jun-21
TIMZID MR TAB,70,50,1,10-02-2023,TB032101,4,2,12,48,53.76,14-Jun-21
ROTIN 5MG TAB 10 S,79,56.43,2,10-01-2024,LTA-13598,4,4.51,12,108.35,121.35,14-Jun-21
THYROPAX-25 TAB 100 S,72.8,52,1,11-02-2022,TX252101,4,2.08,12,49.92,55.92,14-Jun-21
RHAMO-G CAP,300,203.39,1,10-05-2022,RMC20002,4,8.14,18,195.25,230.39,14-Jun-21
CTD T 12.5/80 TAB,192.98,137.84,1,10-07-2023,FQA021002AK,4,5.51,12,132.33,148.21,14-Jun-21
CYRA 40MG TAB 10 S,44,31.43,1,11-02-2022,CHB02,4,1.26,12,30.17,33.79,14-Jun-21
VOLITRA PLUS GEL 50GM,212,151.43,5,10-01-2023,SXC0298B,4,30.29,12,726.86,814.08,14-Jun-21
ROSULESS-10 TAB 10 S,47.91,34.22,2,11-01-2022,CG20395,4,2.74,12,65.7,73.58,14-Jun-21
ALTONIL-3 TAB,82.04,55.62,1,10-01-2023,AFT-114,4,2.22,12,53.4,59.8,14-Jun-21
CILAPAM-10 TAB,135.73,96.95,1,11-02-2022,TMT-1342,4,3.88,12,93.07,104.23,14-Jun-21
LOXUM-1MG TAB,34.58,24.7,1,11-02-2022,ARTN169,4,0.99,12,23.71,26.55,14-Jun-21
GLYXAMBI 25/5MG TAB,780,585,2,10-07-2023,6084,4,46.8,12,1123.2,1257.98,14-Jun-21
MAXVIDA VANILA 400GM,610,413.36,1,11-01-2022,MV001B21,4,16.53,18,396.83,468.25,14-Jun-21
VISCO SYP 200ML,63,45,1,10-02-2023,MPC211352,4,1.8,12,43.2,48.38,14-Jun-21
NULOC-D 10CAP,102,72.86,1,10-07-2022,NDC20005AC,4,2.91,12,69.95,78.35,14-Jun-21
CALCHEK 5MG TAB 10 SBW,29.12,20.8,6,11-01-2022,CTA070003AS,4,4.99,12,119.81,134.19,14-Jun-21
CLAVAM 1GM TAB,337,240.71,1,10-08-2022,21440818,4,9.63,12,231.08,258.8,14-Jun-21
NOWORM TAB 1 S,8.58,6.13,10,11-02-2023,21440051,4,2.45,12,58.85,65.91,14-Jun-21
BENFOMET PLUS TAB 10 SF,180,128.57,1,10-07-2022,GTC0194A,4,5.14,12,123.43,138.25,14-Jun-21
CAL-123 TAB 15 S BOX,165,117.86,1,10-01-2023,CALP21002,4,4.71,12,113.15,126.73,14-Jun-21
DUPHALAC 150ML SYP,172.59,131.5,1,10-04-2023,291104D7,4,5.26,5,126.24,132.56,14-Jun-21
DUPHALAC SYRUP 250ML,287.65,219.16,1,10-04-2023,291106D7,4,8.77,5,210.39,220.91,14-Jun-21
EVION-200MG CAP 10 S,17.43,12.45,3,10-05-2023,1083C59902,4,1.49,12,35.86,40.16,14-Jun-21
HAPPI 20 TAB,225,160.74,2,10-09-2022,1004355,4,12.86,12,308.62,345.66,14-Jun-21
JUST TEARS DROP 10ML,96.61,69.7,1,10-01-2023,JT2023,4,2.79,12,66.91,74.93,14-Jun-21
LIVOGEN Z TAB 15 S,72.23,51.6,1,10-02-2022,0254C0426,4,2.06,12,49.54,55.48,14-Jun-21
LIVOGEN Z TAB 15 S,72.23,51.6,1,10-03-2022,0294C84207,4,2.06,12,49.54,55.48,14-Jun-21
NMF-E LOTION 200ML,330,223.73,1,01-10-2022,N19520,4,8.95,18,214.78,253.44,14-Jun-21
SATROGYL-O-TAB 10 SBY,160,114.29,1,10-02-2024,21440602,4,4.57,12,109.72,122.88,14-Jun-21
THYRONORM 37.5 TAB 100 S,195.03,139.31,1,10-05-2022,AEF4852,4,5.57,12,133.74,149.78,14-Jun-21
NATUROLAX POWDER 300GM,270,202.5,1,01-10-2021,NYT9329,4,8.1,12,194.4,217.72,14-Jun-21
PROTINEX PKT(VANILA) 200GM,350,263.17,1,10-06-2022,ZPLU0009,0,0,18,263.17,310.55,14-Jun-21
PIONORM M 15 1X10 S,92,65.71,1,10-02-2023,PMRY0079,2,1.31,12,64.4,72.12,14-Jun-21
DYTOR-10MG TAB 15 SB,77.19,55.14,5,11-01-2023,SN02010,4,11.03,12,264.67,296.43,14-Jun-21
DIGENE (MINT) TAB 15 S,19.96,14.26,10,11-02-2023,250109D7,4,5.7,12,136.9,153.32,14-Jun-21
DOMPAN-FORTE TAB 10 SF,110,78.57,3,10-03-2023,E10556,4,9.43,12,226.28,253.44,14-Jun-21
V WASH PLUS THERAPY 100ML,180,127.12,1,10-04-2023,B112010630,4,5.08,18,122.04,144,14-Jun-21
ATARAX 10MG TAB 15 S,39.6,28.29,5,11-01-2023,EMV210156B,4,5.66,12,135.79,152.09,14-Jun-21
KLMKLIN FASE WASH 50ML,155,105.08,1,01-10-2022,924,3,3.15,18,101.93,120.27,14-Jun-21
BERITOL TAB,375,254.24,1,10-09-2022,201420,3,7.63,18,246.61,290.99,14-Jun-21
CYAPTIN WITH CALCIUM 200ML,110,78.57,1,10-07-2022,B050820,3,2.36,12,76.21,85.35,14-Jun-21
SUBAWIN-50 CAP,184,131.43,3,01-10-2022,N2003149,3,11.83,12,382.46,428.36,14-Jun-21
VEXCARE GEL 10GM,90,64.29,1,10-07-2023,422,3,1.93,12,62.36,69.84,14-Jun-21
LULIBET CREAM 10GM,150,107.14,1,11-01-2022,AG2320,3,3.21,12,103.93,116.41,14-Jun-21
LEVERA-750 10 S,203.06,145.04,3,10-01-2023,V2100181,3,13.05,12,422.07,472.71,14-Jun-21
BENFOMET PLUS TAB 10 SF,180,128.57,1,10-07-2022,GIC20194A,3,3.86,12,124.71,139.67,14-Jun-21
THYRONORM 25MG 100 S,174.72,124.8,1,10-02-2023,AEG0880,4,4.99,12,119.81,134.19,14-Jun-21
ALAMIN-M-FORTE 10 S BOX,113.36,80.97,1,10-01-2023,ALM1004,4,3.24,12,77.73,87.05,14-Jun-21
CRIZ-M TAB 10 SA,144,102.86,1,10-04-2022,20441257,4,4.11,12,98.75,110.61,14-Jun-21
ENDOREG TAB 14 S,690,492.86,1,10-09-2023,NR00618A,4,19.71,12,473.15,529.93,14-Jun-21
CONCOR-COR 2.5MG 10 S,64.54,46.1,3,11-02-2022,M07AL21010,4,5.53,12,132.77,148.71,14-Jun-21
AMARYL M FORTE (M) 2MG 15 S,251.19,179.42,1,10-01-2023,721011,2,3.59,12,175.83,196.93,14-Jun-21
LANTUS CARTRIDGE 3ML,722.54,578.03,2,01-10-2023,OF882AHA,2,23.12,5,1132.94,1189.58,14-Jun-21
AMARYL M1 TAB,210.27,150.19,1,11-01-2022,ONG414,2,3,12,147.19,164.85,14-Jun-21
SPORIDEX 125mg DRY Syp 30ML,45,32.14,1,10-07-2022,DFC0346B,2,0.64,12,31.5,35.28,14-Jun-21
BIO D3 FEM CAP,330,235.71,1,11-01-2022,KBA2049A,2,4.71,12,231,258.72,14-Jun-21
FEBUMAC-40 TAB 10 S BOX,130,92.86,5,10-07-2023,KFC21002A,2,9.29,12,455.01,509.61,14-Jun-21
BUDETROL-200 R/C 30CAP,168.67,120.48,1,10-07-2023,HFF21001A,2,2.41,12,118.07,132.23,14-Jun-21
PRAMIPEX 0.25 10 S,86.5,61.79,1,10-01-2023,SIC0318A,2,1.24,12,60.55,67.81,14-Jun-21
FERTISURE-M TAB 10 SBM,323,218.98,1,10-05-2022,NFX0202,2,4.38,18,214.6,253.22,14-Jun-21
BETADINE GARGLE 100ML,230,164.29,2,10-09-2022,PD0491,2,6.57,12,322.01,360.65,14-Jun-21
CANDID SOAP 125GM,163.5,110.85,1,10-05-2022,S20CD008,2,2.22,18,108.63,128.19,14-Jun-21
CANDID B CREAM 10GM,97.5,69.64,6,10-08-2022,11201819,2,8.36,12,409.48,458.62,14-Jun-21
ACULIP TAB,105.35,75.25,2,10-06-2023,02A20T02,2,3.01,12,147.49,165.19,14-Jun-21
FINTOP AF CREAM,209,149.29,1,11-01-2021,11200953,2,2.99,12,146.3,163.86,14-Jun-21
HHZOLE CREAM 10GM,203,145,1,10-02-2023,C139,2,2.9,12,142.1,159.16,14-Jun-21
MINIPRESS XL-2.5 TAB 30 SB,415.23,296.59,1,10-08-2022,EL6779,2,5.93,12,290.66,325.54,14-Jun-21
NORMAXIN CC TAB,30,21.43,1,11-01-2022,CC061220,2,0.43,12,21,23.52,14-Jun-21
MET XL 50MG TAB,129.65,92.61,2,10-02-2024,GT0071D,2,3.7,12,181.52,203.3,14-Jun-21
