Item Name,Item MRP,Quantity,Expiry Date,Discount Value,GST %,GST Value,Amount,Billing Date
P-125 TAB 10 S,9.85,0.6,"July, 2022",0.59,12,0.56,5.32,08-Jul-21
TIXYLIX COUGH LINT 60ML,76.89,1,"January, 2021",7.69,12,7.42,69.2,08-Jul-21
MOX CLAV DROPS 10ML,80,1,"June, 2022",8,12,7.72,72,08-Jul-21
ONASOLONE-4 TAB,60,1,"October, 2022",0,12,6.42,60,08-Jul-21
PROTEKT CAP 10 S,50,1,"April, 2022",0,12,5.36,50,08-Jul-21
GLUCOBAY 25mg TAB 10 s,79,2,"October, 2021",15.8,12,15.24,142.2,08-Jul-21
DYTOR-10MG TAB 15 SB,77.19,2,"January, 2023",15.44,12,14.88,138.94,08-Jul-21
SERTA 25 TAB,82.85,2,"May, 2023",16.57,12,15.98,149.13,08-Jul-21
VERIFICA M 50/1000 TAB,150.9,1,"July, 2022",15.09,12,14.56,135.81,08-Jul-21
NITROLONG-2.6 TAB 30S,183.59,1,"January, 2023",18.36,12,17.7,165.23,08-Jul-21
JARDIANCE 25M TAB 10 S,622,1,"March, 2023",62.2,12,59.98,559.8,08-Jul-21
ECOSPRIN-GOLD 20 TAB 15 S,133.09,2,"September, 2022",26.62,12,25.66,239.56,08-Jul-21
AUGXETIL 500 TAB,383,1,"March, 2023",38.3,12,36.94,344.7,08-Jul-21
SIGNOFLAM TAB 10 SBOX,113.25,1,"February, 2023",11.33,12,10.92,101.92,08-Jul-21
CANDITRAL-100 CAP,220,1,"March, 2023",22,12,21.22,198,08-Jul-21
GLIMFIRST MV2 TAB,181.25,1,"September, 2022",18.13,12,17.48,163.12,08-Jul-21
SINAREST VAPOCAP 10 SBY,86,1,"January, 2023",8.6,12,8.3,77.4,08-Jul-21
DOXT-SL CAP 10 SF,100,1,"May, 2023",10,12,9.64,90,08-Jul-21
B-VITA L SYP 200ML,122,1,"February, 2022",12.2,12,11.76,109.8,08-Jul-21
GLIMILIFE M2 TAB,148,1,"March, 2022",14.8,12,14.28,133.2,08-Jul-21
ROTIN 5MG TAB 10 S,79,1,"January, 2024",7.9,12,7.62,71.1,08-Jul-21
VOGLI 0.3 TAB 10 SA,137,1,"January, 2022",13.7,12,13.22,123.3,08-Jul-21
NAPROSYN 250MG 15 S,32.7,1,"January, 2023",3.27,12,3.16,29.43,08-Jul-21
PAN-D CAP 15 S,190,1,"March, 2023",19,12,18.32,171,08-Jul-21
ATROLET 10 MG TAB 20 S,33.57,2,"July, 2022",6.71,12,6.48,60.43,08-Jul-21
STAMLO-BETA TAB 15 S,182,1,"February, 2022",18.2,12,17.56,163.8,08-Jul-21
FORMOSONE 250 INHELAR,687.5,1,"January, 2023",68.75,12,66.3,618.75,08-Jul-21
GLIMISAVE M1 TAB 15,116.4,2,"January, 2024",23.28,12,22.44,209.52,08-Jul-21
SARTEL-80 TAB 15 SF,168.34,2,"January, 2023",33.67,12,32.46,303.01,08-Jul-21
CLOP 30 OINTMENT 30GM,141.1,1,"February, 2023",14.11,12,13.6,126.99,08-Jul-21
AZTOR-10 TAB 15 S,92.34,2,"March, 2024",18.47,12,17.8,166.21,08-Jul-21
FAMOCID 40MG TAB 14 S,8,1,"September, 2023",0.8,12,0.78,7.2,08-Jul-21
LIPAGLYN TAB,365.6,1,"February, 2023",36.56,12,35.26,329.04,08-Jul-21
VILDAMAC 50 TAB,108,1,"March, 2023",10.8,12,10.42,97.2,08-Jul-21
VOLINI GEL 75GM,230,1,"September, 2022",23,12,22.18,207,08-Jul-21
RECLIDE-XR-60 TAB 14 SBW,197.14,3,"January, 2023",59.14,12,57.04,532.28,08-Jul-21
VELTAM- 0.4MG TAB 15 SA,156,1,"February, 2024",15.6,12,15.04,140.4,08-Jul-21
VILDAMAC 50 TAB,108,2,"March, 2023",21.6,12,20.82,194.4,08-Jul-21
GTN SORBITRATE-CR 2.6 30 S,207.86,2,"January, 2022",41.57,12,40.08,374.15,08-Jul-21
PAN-40MG TAB 15 S,149,2,"September, 2023",29.8,12,28.74,268.2,08-Jul-21
OBORAVO-10 TAB,513,2,"May, 2023",102.6,12,98.94,923.4,08-Jul-21
ZAPTRA 25MG CAP 10 SF,234,2,"January, 2022",46.8,12,45.12,421.2,08-Jul-21
ISTAMET-50/1000 TAB 15 S,391,2,"February, 2022",78.2,12,75.4,703.8,08-Jul-21
METOSARTAN-50 TAB 10 SF,187.5,2,"January, 2023",37.5,12,36.16,337.5,08-Jul-21
ECOSPRIN-AV 75 CAP 15 S,50.15,2,"February, 2022",10.03,12,9.68,90.27,08-Jul-21
LASIX 40mg TAB 15 SF,12.6,1,"October, 2023",1.26,12,1.22,11.34,08-Jul-21
LANOXIN TAB 10 S,13.28,1,"February, 2022",1.33,12,1.28,11.95,08-Jul-21
DERIPHYLLIN RTD 150 30 BW,27.8,0.5,"February, 2024",1.39,12,1.34,12.51,08-Jul-21
CLOHEX + ORAL RINSE 150ML,112,1,"January, 2021",11.2,12,10.8,100.8,08-Jul-21
ALDACTONE-25mgTAB 15 SR,31.95,1,"February, 2024",3.2,12,3.08,28.75,08-Jul-21
ALPRAX 0.25MG TAB 15 S,24.05,2,"May, 2023",4.81,12,4.64,43.29,08-Jul-21
PANTODAC DSR CAP 15 S,251.4,2,"February, 2022",50.28,12,48.48,452.52,08-Jul-21
FLEXON-MR TAB 10 S,20.05,0.6,"August, 2023",1.2,12,1.16,10.83,08-Jul-21
NEUROBION FORTE TAB,31.61,0.333,"October, 2022",1.05,12,1.02,9.49,08-Jul-21
POLYBION-SF 400ML,150.79,1,"January, 2022",15.08,12,14.54,135.71,08-Jul-21
PACIMOL 500MG TAB 15 SBB,15.29,0.667,"May, 2023",1.02,12,0.98,9.17,08-Jul-21
MACBERY SYP 100ML,99,1,"August, 2022",9.9,12,9.54,89.1,08-Jul-21
NEUNERV TAB,222,2,"April, 2022",44.4,12,42.82,399.6,08-Jul-21
PAN-40MG TAB 15 S,149,1,"September, 2023",14.9,12,14.36,134.1,08-Jul-21
DYTOR-10MG TAB 15 SB,77.19,1,"January, 2023",7.72,12,7.44,69.47,08-Jul-21
CLAVIX GOLD 20 TAB,100,1,"July, 2022",10,12,9.64,90,08-Jul-21
VELTAM- PLUS TAB 15 SA,434,1,"March, 2023",43.4,12,41.86,390.6,08-Jul-21
RABIUM DSR TAB 15 S,161,1,"August, 2022",16.1,12,15.52,144.9,08-Jul-21
BENFOMET PLUS TAB 10 SF,165,1,"February, 2022",16.5,12,15.92,148.5,08-Jul-21
BENFOMET PLUS TAB 10 SF,180,1,"July, 2022",18,12,17.36,162,08-Jul-21
LOPAMIDE TAB 10 S,21.1,1,"February, 2024",2.11,12,2.04,18.99,08-Jul-21
LOSAR-H TAB 15 SB,191.25,1,"June, 2023",19.13,12,18.44,172.12,08-Jul-21
GLYCIPHAGE 500MG 20 S,33.4,1,"September, 2023",3.34,12,3.22,30.06,08-Jul-21
GLIMESTAR-2 10 S,33.41,1,"February, 2023",3.34,12,3.22,30.07,08-Jul-21
GALVUS-50MG TAB 14 S,299,1,"June, 2023",29.9,12,28.84,269.1,08-Jul-21
MONTEMED-LC TAB 10 SF,135,0.5,"January, 2022",6.75,12,6.5,60.75,08-Jul-21
SNORAB-DSR CAP 15 S CAP,135,0.667,"October, 2022",9,12,8.68,81,08-Jul-21
AMBROLITE-LEVO SYP 100ML,98,1,"April, 2023",9.8,12,9.44,88.2,08-Jul-21
CODESOFT CLEAR,447.5,1,"January, 2021",44.75,18,61.44,402.75,08-Jul-21
ZAVAMET 500 TAB,93,1,"January, 2023",9.3,12,8.96,83.7,08-Jul-21
NOVASTAT CV 10 TAB,345.95,1,"May, 2022",34.6,12,33.36,311.35,08-Jul-21
CILAHART-T TAB 10 S,88.55,1,"January, 2022",8.86,12,8.54,79.69,08-Jul-21
DAPANOVA-10 TAB,180,1,"January, 2022",18,12,17.36,162,08-Jul-21
SOFAZ F TAB 10 S,369,1,"June, 2022",36.9,18,50.66,332.1,08-Jul-21
SHELCAL 500mg TAB 15 S,108.7,1,"February, 2022",10.87,12,10.48,97.83,08-Jul-21
LOSIUM - H 30 S,261.4,1,"March, 2023",26.14,12,25.2,235.26,08-Jul-21
FLUTIBACT OINT 10GM,195.25,1,"May, 2022",19.52,12,18.82,175.73,08-Jul-21
CARVISTAR-6.25 TAB 10 SA,38.6,5,"February, 2022",19.3,12,18.62,173.7,08-Jul-21
REPACE-50 TAB 10 S,72,2,"January, 2024",14.4,12,13.88,129.6,08-Jul-21
GLYCOMET 500MG TAB 10 S,16.8,5,"February, 2024",8.4,12,8.1,75.6,08-Jul-21
ROSEDAY GOLD 20 CAP,209,3,"June, 2022",62.7,12,60.46,564.3,08-Jul-21
ONASOLONE-4 TAB,60,1.5,"October, 2022",0,12,9.64,90,09-Jul-21
P-650 TAB 10 S,20.61,1,"January, 2024",0,12,2.2,20.61,09-Jul-21
ZYLORIC 100MG TAB 10 S,21.15,3,"February, 2023",0,12,6.8,63.45,09-Jul-21
CODESOFT- EPO CAP 15 S,373,1,"January, 2023",0,18,56.9,373,09-Jul-21
LYCAM-P TAB,79,3,"September, 2022",0,12,25.4,237,09-Jul-21
MACBERY SYP 100ML,99,1,"October, 2022",0,12,10.6,99,09-Jul-21
PROTEKT CAP 10 S,50,3,"April, 2022",0,12,16.08,150,09-Jul-21
O2 TAB 10 S,149.75,0.3,"January, 2024",0,12,4.82,44.93,09-Jul-21
CTD-6.25 TAB 15 S,85.1,1,"February, 2022",8.51,12,8.2,76.59,09-Jul-21
BDFIX 200MG 10S,105,1,"September, 2021",10.5,12,10.12,94.5,09-Jul-21
XT PARA TAB 12 S,68.55,0.833,"July, 2023",5.71,12,5.5,51.42,09-Jul-21
SOLVIN-COLD TAB 10 SA,49.45,1,"September, 2022",4.95,12,4.76,44.5,09-Jul-21
VOLINI GEL 50GM,165,1,"August, 2022",16.5,12,15.92,148.5,09-Jul-21
CARMOZYME SYP 450ML,168,1,"January, 2022",16.8,12,16.2,151.2,09-Jul-21
LOPAMIDE TAB 10 S,21.1,3,"February, 2024",6.33,12,6.1,56.97,09-Jul-21
RABONIK- DSR CAP 15 S,164.71,0.333,"February, 2022",5.49,12,5.3,49.41,09-Jul-21
ETOVA-ER 600 TAB 10 SA,181.45,0.5,"January, 2024",9.07,12,8.74,81.66,09-Jul-21
PENTISAN-DSR CAP,95,2,"January, 2021",0,12,20.36,190,09-Jul-21
FEBUNA -40 TAB,99,2,"August, 2021",0,12,21.22,198,09-Jul-21
CODESOFT- EPO CAP 15 S,373,1,"January, 2022",0,18,56.9,373,09-Jul-21
LYCAM-P TAB,79,2,"September, 2022",0,12,16.92,158,09-Jul-21
QUTIPIN SR 300 10TAB,223,1,"March, 2023",22.3,12,21.5,200.7,09-Jul-21
PYRIGESIC SP TAB,86,3,"January, 2022",0,12,27.64,258,09-Jul-21
RANTAC 300 TAB,64.93,1,"July, 2022",0,12,6.96,64.93,09-Jul-21
ZYLORIC 100MG TAB 10 S,21.15,5,"February, 2023",0,12,11.34,105.75,09-Jul-21
COECORTT-6 TAB,126,1.5,"January, 2023",0,12,20.26,189,09-Jul-21
VOLITRA PLUS GEL 50GM,212,1,"January, 2023",0,12,22.72,212,09-Jul-21
SHALGESIC-TH TAB,155,1,"October, 2022",0,12,16.6,155,09-Jul-21
PENTISAN-DSR CAP,95,1,"January, 2021",0,12,10.18,95,09-Jul-21
SOCRIL CAP 10 S,140,2,"February, 2022",28,18,38.44,252,09-Jul-21
JESTINE PLUS TAB,70,0.7,"March, 2022",0,12,5.26,49,09-Jul-21
E-DICLO GEL 30GM,74,1,"February, 2021",0,12,7.92,74,09-Jul-21
PENTISAN-DSR CAP,95,0.7,"January, 2021",0,12,7.12,66.5,09-Jul-21
SYNOCID SYP (L) 170ML,90,1,"March, 2023",0,12,9.64,90,09-Jul-21
MAXICAL PLUS TAB,160,1,"April, 2022",16,18,21.96,144,09-Jul-21
SARIDON TAB 10 S,38.53,1,"February, 2024",3.85,12,3.72,34.68,09-Jul-21
OLMESAR-CH 20/12.5 TAB,125.5,2,"March, 2023",25.1,12,24.2,225.9,09-Jul-21
ROZUSTAT-10 10 SF,137.9,1,"May, 2023",13.79,12,13.3,124.11,09-Jul-21
THYROX 50MG 100 S,110.12,1,"March, 2023",11.01,12,10.62,99.11,09-Jul-21
MUCOLITE DROPS 15ML,30.8,1,"July, 2022",3.08,12,2.98,27.72,09-Jul-21
LIVOGEN Z TAB 15 S,72.23,2,"March, 2022",14.45,12,13.92,130.01,09-Jul-21
SHELCAL-HD TAB 15 S,103.35,2,"August, 2022",20.67,12,19.94,186.03,09-Jul-21
NEUROBION PLUS TAB,104.3,3,"June, 2022",31.29,12,30.18,281.61,09-Jul-21
DIAMICRON XR 60 TAB 14 S,196,2,"January, 2023",39.2,12,37.8,352.8,09-Jul-21
REPACE-25 TAB 10 S,41.5,3,"January, 2023",12.45,12,12,112.05,09-Jul-21
ATORVA 20 TAB,222.51,1,"January, 2023",22.25,12,21.46,200.26,09-Jul-21
REJUNEX CD3 TAB 10 SA,215,2,"August, 2022",43,18,59.04,387,09-Jul-21
SARTEL-20 TAB 15 SF,61.15,1,"February, 2023",6.12,12,5.9,55.03,09-Jul-21
TRYPTOMER 25MG TAB 30 S,75.6,1,"January, 2024",7.56,12,7.3,68.04,09-Jul-21
DUZELA-20 CAP 10 SB,105,2,"February, 2022",21,12,20.26,189,09-Jul-21
SOMPRAZ 40 TAB 15 S,127,2,"February, 2023",25.4,12,24.5,228.6,09-Jul-21
PREGALIN M 75 CAP 15 SA,253.45,2,"September, 2022",50.69,12,48.88,456.21,09-Jul-21
FOLVITE TAB 45 SBY,68.78,1,"May, 2022",6.88,12,6.64,61.9,09-Jul-21
TRYPTOMER 25MG TAB 30 S,75.6,1,"October, 2023",7.56,12,7.3,68.04,09-Jul-21
NEXITO 5MG TAB 10 SBY,50.96,2,"February, 2022",10.19,12,9.82,91.73,09-Jul-21
PROTEININA MOM POWDER 200GM,328,1,"October, 2022",13.12,18,48.04,314.88,09-Jul-21
EMESTAT OD TAB,142.5,1,"September, 2021",14.25,12,13.74,128.25,09-Jul-21
PAN-40MG TAB 15 S,149,3,"September, 2023",44.7,12,43.1,402.3,09-Jul-21
ATORVA-10MG TAB,92.38,1,"March, 2023",9.24,12,8.9,83.14,09-Jul-21
DORZOX EYE DROP 5ML,437.18,1,"March, 2023",43.72,12,42.16,393.46,09-Jul-21
OMNI GEL 30GM,110,1,"June, 2022",11,12,10.6,99,09-Jul-21
EVION-400MG CAP 10 S,32.7,3,"June, 2023",9.81,12,9.46,88.29,09-Jul-21
NASIVION(CLASSIC) AD DR10ML,91.83,1,"August, 2023",9.18,12,8.86,82.65,09-Jul-21
SAAZ TAB 10 BOX,62,2,"March, 2024",12.4,12,11.96,111.6,09-Jul-21
VINICOR-D 25 10TAB,90.7,2,"July, 2023",18.14,12,17.5,163.26,09-Jul-21
GRENIL TAB 10 S,46.5,0.6,"February, 2023",2.79,12,2.7,25.11,09-Jul-21
HYNASAL DROP (DWD) 15ML,58,1,"January, 2023",5.8,12,5.6,52.2,09-Jul-21
RICONIA LP TABS 15 S,73.7,1,"February, 2022",7.37,12,7.1,66.33,09-Jul-21
PANIDO-DSR CAP 10 SF,81.6,1,"January, 2022",8.16,12,7.86,73.44,09-Jul-21
PARASAFE 500 TAB 10 S,10.19,2,"August, 2023",2.04,12,1.96,18.34,09-Jul-21
EYEMIST EYE DROP 10ML,197,1,"February, 2024",19.7,12,19,177.3,09-Jul-21
LONAZEP 0.25MG TAB 15 S,30.57,2,"February, 2022",6.11,12,5.9,55.03,09-Jul-21
MIRTAZ- 7.5 MG TAB 10 SBY,85,3,"January, 2023",25.5,12,24.58,229.5,09-Jul-21
GLYCOMET-GP-1 TAB 15 S,106,2,"February, 2023",21.2,12,20.44,190.8,09-Jul-21
BEVON SYP 200ML,158.85,1,"October, 2022",15.89,12,15.32,142.96,09-Jul-21
DURAPAIN TAB 10 S,172.7,0.8,"January, 2022",13.82,12,13.32,124.34,09-Jul-21
SOMPRAZ D 40 TAB,200,1,"February, 2023",20,12,19.28,180,09-Jul-21
DIAVIT -PLUS CAP 10 SBB,127.4,3,"February, 2025",38.22,12,36.86,343.98,09-Jul-21
GLIZID-M TAB 15 SBW,152.96,4,"February, 2023",61.18,12,59,550.66,09-Jul-21
DOXINATE TAB 30 S,208.35,1,"January, 2024",20.84,12,20.1,187.51,09-Jul-21
MONTEY L TAB 10 S,69,1,"February, 2022",6.9,12,6.66,62.1,09-Jul-21
NUTRI SPASMIN SYP 110ML,75,1,"September, 2023",7.5,12,7.24,67.5,09-Jul-21
NIMULID 100 TAB 15 S,77.1,0.333,"October, 2024",2.57,12,2.48,23.13,09-Jul-21
OOX DM SYP 100ML,84.5,1,"February, 2022",8.45,12,8.14,76.05,09-Jul-21
PANTACON DSR CAP,165,3,"April, 2022",49.5,12,47.74,445.5,09-Jul-21
TENGLYN M 1000 TAB 15 S,186,4,"February, 2023",74.4,12,71.74,669.6,09-Jul-21
ENAM 5MG TAB 15 S,53.39,4,"March, 2023",21.36,12,20.6,192.2,09-Jul-21
TRIVOLIB FORTE 2MG 10 S,144,3,"February, 2023",43.2,12,41.66,388.8,09-Jul-21
SEVISTA 60 TAB,389.2,1,"January, 2023",38.92,12,37.54,350.28,09-Jul-21
ORCIBEST 10 TAB,148.5,2,"January, 2023",29.7,12,28.64,267.3,09-Jul-21
SHALGESIC-TH TAB,155,1.5,"October, 2022",0,12,24.92,232.5,09-Jul-21
PENTISAN-DSR CAP,95,1.5,"January, 2021",0,12,15.26,142.5,09-Jul-21
FEBUNA -40 TAB,99,1.5,"August, 2021",0,12,15.92,148.5,09-Jul-21
ONASOLONE-4 TAB,60,0.8,"October, 2022",0,12,5.14,48,09-Jul-21
IVERAG-12 TAB,300,2.4,"March, 2024",72,12,69.42,648,09-Jul-21
MONTEY L TAB 10 S,69,0.6,"February, 2022",4.14,12,4,37.26,09-Jul-21
P-125 TAB 10 S,9.85,0.6,"July, 2022",0.59,12,0.56,5.32,09-Jul-21
AMPILOX-250MG KID TAB 10 SA,38.5,0.6,"January, 2022",2.31,12,2.22,20.79,09-Jul-21
FAMOCID 20MG TAB 14 s,4.5,0.429,"January, 2024",0.19,12,0.18,1.74,09-Jul-21
ZOFER MD 4mg TAB 10 S,52.61,0.2,"April, 2023",1.05,12,1.02,9.47,09-Jul-21
BDFIX 200MG 10S,105,1,"March, 2023",10.5,12,10.12,94.5,09-Jul-21
EKLOT-500 TAB 10 SF,143,0.4,"February, 2022",5.72,12,5.52,51.48,09-Jul-21
CEPODEM XP 325 10 S BOX,364,1,"January, 2022",36.4,12,35.1,327.6,09-Jul-21
R-LOC D TAB 15 SF,16.5,0.667,"August, 2022",1.1,12,1.06,9.9,09-Jul-21
NEBULIZER COMPRESSOR SET 1 S,2450,1,,245,12,236.26,2205,09-Jul-21
LEVOLIN 0.63MG RESP,5.39,5,"August, 2022",2.7,12,2.6,24.25,09-Jul-21
MACPROT ACTIV POWDER,370,1,"August, 2022",14.8,18,54.18,355.2,09-Jul-21
SHELCAL 250 TAB,99,1,"September, 2022",9.9,12,9.54,89.1,09-Jul-21
URILISER SYP 100ML,87.49,1,"September, 2022",8.75,12,8.44,78.74,09-Jul-21
URISPAS TAB 15 S,377.56,1,"March, 2023",37.76,12,36.4,339.8,09-Jul-21
SURFAZ SN CREAM 10 GM,79.75,1,"January, 2022",7.98,12,7.68,71.77,09-Jul-21
ZOFER MD 4mg TAB 10 S,52.61,1,"April, 2023",5.26,12,5.08,47.35,09-Jul-21
AUTRIN CAP 30 S,136.21,1,"June, 2022",13.62,12,13.14,122.59,09-Jul-21
ECOSPRIN-AV 75/20 CAP 10 SF,32.52,1,"September, 2022",3.25,12,3.14,29.27,09-Jul-21
HAPPI 20 TAB,225,0.333,"January, 2023",7.5,12,7.24,67.5,09-Jul-21
N-VASTIN-10 TAB,99,1,"February, 2022",9.9,12,9.54,89.1,09-Jul-21
GLYNASE TAB 10 S,7.38,1,"January, 2024",0.74,12,0.72,6.64,09-Jul-21
LYCAM-P TAB,79,0.7,"September, 2022",0,12,5.92,55.3,09-Jul-21
PROTEKT CAP 10 S,50,0.7,"April, 2022",0,12,3.76,35,09-Jul-21
AMITRYN-25 TAB,75.9,1,"March, 2024",7.59,12,7.32,68.31,09-Jul-21
FERIKIND TAB 10 SF,104.67,1,"February, 2022",10.47,12,10.1,94.2,09-Jul-21
NUROKIND PLUS TAB 10 SA,99.9,1,"July, 2022",9.99,12,9.64,89.91,09-Jul-21
GALVUS-50MG TAB 14 S,299,1,"June, 2023",29.9,12,28.84,269.1,09-Jul-21
PRUCROS 20MG TAB,133,1,"January, 2023",13.3,12,12.82,119.7,09-Jul-21
IT-MAC 100 CAP,120,1,"January, 2022",12,12,11.58,108,09-Jul-21
PANTOCID 40 TAB,159,2,"January, 2024",31.8,12,30.66,286.2,09-Jul-21
NORMAXIN TAB 10 SBB,23,5,"February, 2024",11.5,12,11.08,103.5,09-Jul-21
DOMSTAL 10 DT TAB,40.2,4,"September, 2023",16.08,12,15.5,144.72,09-Jul-21
SENSODENT KF(L) 100GM,117,1,"January, 2024",11.7,12,11.28,105.3,09-Jul-21
BETADINE GARGLE 100ML,230,1,"October, 2022",23,12,22.18,207,09-Jul-21
RIFLUX FORTZ TAB 15 S,58,1,"February, 2023",5.8,12,5.6,52.2,09-Jul-21
ALDO-AT 50 TAB 10 S,43.85,3,"October, 2023",13.16,12,12.68,118.39,09-Jul-21
CHLOROCOL -(PLUS) DROP 5ML,69.03,1,"September, 2022",6.9,12,6.66,62.13,09-Jul-21
GRILINCTUS L SYRUP 100ML,118,1,"October, 2022",11.8,12,11.38,106.2,09-Jul-21
CALPOL 650 TAB 15 S,30.91,0.267,"April, 2024",0.82,12,0.8,7.42,09-Jul-21
O2 TAB 10 S,149.75,0.6,"January, 2024",8.99,12,8.66,80.86,09-Jul-21
CALPOL-250mg SYP 60ML,40.32,1,"April, 2023",4.03,12,3.88,36.29,09-Jul-21
AMICLINE PLUS TAB,70,1,"May, 2022",7,12,6.76,63,09-Jul-21
ORS-L (LEMON) 200ML,37,1,"March, 2022",3.7,12,3.56,33.3,09-Jul-21
ORGACOLD LS SYP 100ML,84.5,1,"September, 2022",8.45,12,8.14,76.05,09-Jul-21
CLONAX MD 1 TAB 10 S,47.26,1,"May, 2025",4.73,12,4.56,42.53,09-Jul-21
SOMPRAZ 40 TAB 15 S,127,1,"February, 2023",12.7,12,12.24,114.3,09-Jul-21
VELOZ-D CAP 10 S,171.2,1,"February, 2022",17.12,12,16.5,154.08,09-Jul-21
GP-2 TAB 10 SBW,63.73,1,"February, 2023",6.37,12,6.14,57.36,09-Jul-21
TAZLOC 40MG TAB 10 SF,73.58,1,"February, 2023",7.36,12,7.1,66.22,09-Jul-21
NAN PRO1 INFANT,650,1,,26,18,95.18,624,09-Jul-21
QUTIPIN 25MG 10 S,54,1,"July, 2023",5.4,12,5.2,48.6,09-Jul-21
NOVASTAT 10mg TAB 15 SF,230.85,1,"January, 2022",23.09,12,22.26,207.76,09-Jul-21
VILSURE M TAB,135,1,"March, 2022",13.5,12,13.02,121.5,09-Jul-21
DAPAGREAT-10 TAB,199,1,"January, 2023",19.9,12,19.18,179.1,09-Jul-21
ECOD PLUS CAP 15 S,251,2,"February, 2023",50.2,18,68.92,451.8,09-Jul-21
B-VITA L SYP 200ML,125,1,"October, 2022",12.5,12,12.06,112.5,09-Jul-21
PROHANCE VANILA 400GM,515,1,"June, 2022",20.6,18,75.42,494.4,09-Jul-21
NAN PRO1 INFANT,650,1,,26,18,95.18,624,09-Jul-21
ZYMAXID 0.5% 5.5ML,296.84,1,"January, 2021",29.68,12,28.62,267.16,10-Jul-21
AMLOVAS 5MG TAB 15 S,43.64,1,"January, 2024",4.36,12,4.2,39.28,10-Jul-21
EMTY SOLUTION 200ML,230.12,1,"March, 2023",23.01,5,9.86,207.11,10-Jul-21
OFPAN OZ CREAM 15GM,82,1,"August, 2022",8.2,12,7.9,73.8,10-Jul-21
CORTYLIV TAB,37,2,"February, 2022",7.4,12,7.14,66.6,10-Jul-21
CLOP-G CREAM 25GM,29.4,1,"February, 2023",2.94,12,2.84,26.46,10-Jul-21
FLUCEPT-150 TAB,12.98,4,"September, 2022",5.19,12,5,46.73,10-Jul-21
VIDAGLO M 50/500 TAB,75.75,2,"February, 2022",15.15,12,14.6,136.35,10-Jul-21
XILIA-MP 1 TAB 10 S,109,1,"July, 2022",10.9,12,10.52,98.1,10-Jul-21
NUHENZ TAB,245,3,"June, 2022",73.5,12,70.88,661.5,10-Jul-21
MONTEK AB TAB 10 SF,226,3,"July, 2023",67.8,12,65.38,610.2,10-Jul-21
LILITUF CREAM 50GM,590,1,"January, 2023",59,12,56.9,531,10-Jul-21
MOX 500MG CAP 15 S,108.16,1,"February, 2022",10.82,12,10.42,97.34,10-Jul-21
LEVOLIN FREE INHALER 200MD,212.28,1,"July, 2022",21.23,12,20.46,191.05,10-Jul-21
MYOLAXIN OINT 30GM,73,1,"February, 2023",7.3,12,7.04,65.7,10-Jul-21
PREGABID-50 TAB,98,1,"January, 2022",9.8,12,9.44,88.2,10-Jul-21
ONASOLONE-4 TAB,60,1,"October, 2022",0,12,6.42,60,10-Jul-21
ZYLORIC 100MG TAB 10 S,21.15,2,"February, 2023",0,12,4.54,42.3,10-Jul-21
EVION-400MG CAP 10 S,32.7,2,"June, 2023",0,12,7,65.4,10-Jul-21
PROTEKT CAP 10 S,50,2,"April, 2022",0,12,10.72,100,10-Jul-21
LEZYNCET 5MG TAB 10 SBW,77.65,1,"September, 2022",7.77,12,7.48,69.88,10-Jul-21
DUOLUTON- L TAB 21 S,203.3,1,"May, 2023",20.33,0,0,182.97,10-Jul-21
ACENAC-P TAB 10 SBOX,55.5,0.2,"August, 2023",1.11,12,1.08,9.99,10-Jul-21
LIMCEE TAB 15 S,23.05,0.667,"October, 2022",1.54,12,1.48,13.83,10-Jul-21
REXIDIN M FORTE GEL 15GM,69,1,"January, 2023",6.9,12,6.66,62.1,10-Jul-21
ACENAC-P TAB 10 SBOX,55.5,0.4,"August, 2023",2.22,12,2.14,19.98,10-Jul-21
ZORYL MV 1 TAB,223.5,1,"August, 2022",22.35,12,21.56,201.15,10-Jul-21
STORVAS 10 TAB 15 S,92.34,1,"May, 2023",9.23,12,8.9,83.11,10-Jul-21
ZEVERT MD 16 TAB,211,1,"March, 2022",21.1,12,20.34,189.9,10-Jul-21
BENFOMET FORTE TAB 10 S,240,1,"June, 2022",24,12,23.14,216,10-Jul-21
DEPLATT-CV CAP 10 SA,70.9,1,"April, 2022",7.09,12,6.84,63.81,10-Jul-21
AZTOR-ASP 75 CAP 10 SF,32.25,3,"February, 2021",9.68,12,9.32,87.07,10-Jul-21
CANDID CL CAP 3 S,146,1,"January, 2022",14.6,12,14.08,131.4,10-Jul-21
MET-INNOVFOL TAB 10 S,264,1,"January, 2022",26.4,12,25.46,237.6,10-Jul-21
BETADINE LOTION 100ML,104.16,1,"March, 2023",10.42,12,10.04,93.74,10-Jul-21
CANDID B LOTION 30ML,200,1,"July, 2022",20,12,19.28,180,10-Jul-21
WYSOLONE 10 TAB 15 S,22.79,1,"February, 2022",2.28,12,2.2,20.51,10-Jul-21
BUDATE 200MG TRANSHALER,351.46,1,"May, 2022",35.15,12,33.9,316.31,10-Jul-21
PAN-40MG TAB 15 S,149,1,"September, 2023",14.9,12,14.36,134.1,10-Jul-21
LISTERINE COOL MINT 250ML,140,1,"April, 2023",5.6,12,14.4,134.4,10-Jul-21
NEUROCETAM SYP 100ML,288,1,"March, 2022",28.8,12,27.78,259.2,10-Jul-21
